PRECIO,DELEGACION,T_HABITACION,MIN_NOCHES,N_COMENTARIOS,COMENTARIOSXMES,N_VECES_HOST_LISTADO,DISPONIBILIDAD,CLUSTER
440,11,2,1,6,0.52,1,179,0
860,1,1,1,17,0.53,2,361,3
898,1,2,3,120,3.33,1,55,7
363,11,1,3,15,0.45,1,204,0
344,13,1,1,24,0.7,2,228,0
497,4,2,2,71,2.28,1,178,1
707,1,1,5,2,0.06,1,363,3
2868,3,2,2,2,0.06,1,0,1
1778,3,2,3,45,1.33,40,83,2
497,1,2,1,32,1.0,1,229,5
554,3,1,2,4,0.11,1,178,3
1950,1,2,2,99,3.14,1,83,7
593,1,2,1,21,0.59,1,0,1
325,1,1,1,13,0.46,1,87,3
574,1,2,2,155,4.27,2,94,7
879,3,2,2,110,3.02,1,352,7
669,1,2,5,24,0.68,1,174,1
2103,2,1,1,5,0.16,3,90,3
401,4,2,14,14,0.4,1,0,1
650,1,1,2,6,0.17,1,0,3
612,3,1,2,10,0.27,2,358,3
1434,1,2,2,18,0.56,1,0,1
688,1,2,3,48,1.32,2,268,5
726,3,2,1,148,4.94,6,354,7
249,1,1,1,10,0.31,1,365,3
3097,1,2,1,67,1.82,5,304,5
401,13,1,2,9,0.25,1,174,0
860,4,2,1,40,1.1,6,361,5
1185,1,2,2,81,2.22,1,39,1
459,6,2,2,24,0.74,3,61,1
440,2,1,2,49,1.36,7,354,3
1587,1,2,3,65,1.83,4,313,5
1893,1,2,3,95,2.73,4,282,7
1893,1,2,3,117,3.25,4,211,7
306,14,1,1,1,0.03,1,364,0
2390,1,2,2,130,3.58,1,0,7
1051,1,2,1,110,3.06,5,235,7
669,13,1,1,28,0.77,2,52,0
554,3,2,2,67,2.36,1,331,5
860,11,2,2,4,0.12,1,365,0
4760,1,1,1,1,0.03,18,365,2
975,1,2,3,53,2.33,1,136,1
898,1,2,1,281,7.83,16,335,7
421,13,1,1,5,0.14,15,360,0
210,2,1,2,42,1.27,2,333,3
382,1,1,1,6,0.16,1,364,3
975,3,1,4,2,0.07,1,364,3
1300,1,2,2,72,1.97,25,347,2
2543,1,1,2,7,0.22,1,89,3
1300,1,2,3,94,2.6,3,28,1
229,2,1,1,8,0.23,1,365,3
2084,3,2,1,33,0.91,2,350,5
1510,1,2,1,121,3.31,45,111,2
1529,1,2,2,27,0.78,3,161,1
1491,1,2,2,102,2.86,4,337,7
401,1,1,1,7,0.19,1,0,3
497,1,2,1,104,3.33,1,51,7
325,2,1,2,8,0.35,3,89,3
459,3,2,3,5,0.51,3,339,5
593,13,3,1,16,0.63,15,365,0
2868,3,2,2,85,2.35,1,0,1
650,1,1,1,2,0.06,1,0,3
2103,1,2,2,22,0.63,1,173,1
382,1,1,10,10,0.28,2,78,3
344,1,1,1,2,0.05,1,0,3
803,5,2,1,22,0.74,2,111,1
918,1,2,2,23,0.65,1,150,1
1223,1,2,1,155,4.3,13,261,7
860,11,1,2,47,1.32,2,342,0
306,13,3,1,8,0.34,15,86,0
229,9,1,6,7,0.19,1,113,0
478,4,1,1,3,0.36,1,364,3
249,1,1,2,1,0.03,1,0,3
478,3,1,1,30,1.04,1,166,3
2065,1,2,3,63,1.85,3,313,5
382,1,1,3,56,1.74,11,166,3
784,4,2,3,39,1.32,4,161,1
1491,11,2,1,1,0.03,1,0,0
1147,3,2,1,116,3.29,13,357,7
2294,3,2,1,52,1.44,1,46,1
363,4,1,1,59,1.64,19,358,2
1071,3,2,1,31,0.86,3,272,5
2256,1,2,1,200,5.48,23,130,7
2676,1,2,2,89,2.45,2,169,7
210,1,1,2,18,0.52,1,89,3
1204,6,2,1,8,0.23,1,52,1
593,1,2,2,94,2.74,1,293,7
631,3,2,28,12,0.37,1,358,5
650,4,2,2,5,0.18,1,323,5
612,2,1,1,10,0.41,7,90,3
1166,3,2,7,11,0.31,20,336,2
1204,1,2,2,113,3.13,3,67,7
344,1,1,2,14,0.41,2,302,3
746,4,2,2,66,1.82,1,360,5
2103,3,2,2,31,0.89,6,352,5
574,4,2,3,6,0.17,2,174,1
535,2,1,1,20,0.56,7,359,3
421,2,1,1,58,1.62,7,365,3
1204,4,2,2,104,2.87,3,329,7
803,4,2,2,7,3.09,1,177,1
554,6,1,2,13,0.38,2,358,3
994,3,2,2,46,1.6,1,365,5
1434,1,2,2,21,0.69,1,89,1
325,4,1,1,6,0.25,2,90,3
898,4,2,1,7,0.2,2,304,5
956,3,2,7,12,0.38,20,296,2
344,4,1,1,32,0.99,1,89,3
4206,3,2,3,16,0.48,5,0,1
497,1,2,2,114,3.21,1,245,7
1491,1,2,2,1,0.03,1,0,1
344,4,1,1,4,0.11,1,0,3
593,1,1,2,1,0.03,1,0,3
3059,1,2,1,106,3.01,1,331,7
191,9,1,1,12,0.37,1,142,0
937,1,2,4,106,2.94,1,155,7
2676,3,2,6,1,0.07,2,89,1
401,1,1,7,9,0.26,3,362,3
191,2,1,30,1,0.04,1,362,3
459,4,1,1,1,0.04,1,81,3
268,4,1,1,32,0.89,1,0,3
726,3,1,2,24,0.74,5,342,3
3001,1,2,2,64,2.18,12,225,5
1147,1,2,1,89,2.56,2,338,7
191,2,1,1,4,2.73,2,363,3
2198,1,2,1,26,0.81,1,142,1
1147,1,2,3,105,2.94,1,0,7
650,13,1,1,23,0.64,15,359,0
363,1,1,1,59,1.67,2,168,3
306,1,1,30,10,0.28,1,226,3
382,2,1,1,8,0.28,1,363,3
554,2,2,1,14,0.39,2,327,5
535,4,2,1,7,0.2,1,174,1
1051,1,2,2,66,1.84,5,353,5
382,1,1,1,115,3.32,3,345,7
306,1,1,1,1,0.03,1,0,3
1568,4,2,1,10,0.3,1,89,1
593,1,2,7,15,0.42,5,363,5
650,4,2,3,11,0.31,2,315,5
1128,1,2,2,62,1.95,1,336,5
1625,1,2,2,8,0.23,1,0,1
401,3,1,1,6,0.17,1,0,3
841,1,1,1,9,0.55,4,85,3
1109,1,2,1,25,0.69,13,174,1
2485,3,2,2,4,0.12,2,296,5
210,9,1,4,12,0.35,1,365,0
746,1,1,1,12,0.33,4,360,3
688,1,1,1,7,0.2,4,328,3
1453,1,2,3,38,1.16,8,29,1
593,11,1,1,52,1.55,3,352,0
268,4,1,1,8,0.23,1,0,3
1128,1,2,1,96,2.71,45,115,2
210,4,1,1,32,4.53,3,111,3
956,1,2,2,138,3.89,2,190,7
344,2,1,1,2,0.17,3,360,3
191,2,1,1,1,0.03,2,89,3
191,2,1,2,24,0.71,2,297,3
860,1,2,1,138,4.04,2,355,7
249,4,1,2,4,0.11,2,365,3
535,2,2,2,62,1.76,1,360,5
1147,1,2,3,87,2.46,1,174,7
3556,2,2,1,6,0.17,6,171,1
497,1,2,3,5,0.14,1,0,1
210,4,1,3,33,1.01,1,111,3
746,4,1,1,1,0.03,1,0,3
1434,3,2,1,153,4.49,1,153,7
1854,11,2,3,11,0.31,1,364,0
879,11,2,3,21,0.59,6,328,0
803,1,2,2,88,2.57,1,308,7
210,6,1,15,2,0.06,2,0,3
421,6,2,4,82,2.33,4,364,5
898,1,2,1,140,4.33,44,308,2
497,6,1,2,12,0.37,2,365,3
554,1,1,3,2,0.09,1,89,3
191,4,1,5,25,1.12,1,56,3
2103,3,2,1,35,1.03,44,350,2
516,1,2,10,15,0.43,1,323,5
1740,3,2,3,90,2.54,1,162,7
306,2,1,3,3,0.29,2,320,3
803,4,2,2,16,0.51,1,7,1
401,2,1,2,4,0.12,2,364,3
746,4,1,1,1,0.03,1,363,3
1147,3,1,1,2,0.09,1,0,3
306,1,1,1,294,8.34,8,0,7
2237,1,2,2,197,5.53,3,210,7
459,1,1,3,33,0.98,2,327,3
746,3,2,3,49,1.55,1,164,1
306,1,1,1,71,2.09,2,362,3
1491,4,2,1,133,3.89,5,353,7
249,8,1,1,1,0.04,1,83,0
382,3,1,1,9,0.85,1,0,3
1300,4,2,2,12,0.34,1,349,5
344,4,1,1,43,1.88,1,365,3
631,11,1,2,1,0.03,3,178,0
478,1,3,1,23,0.69,9,364,5
841,3,2,20,2,0.06,20,190,2
268,7,1,1,1,1.0,1,0,3
421,4,2,3,61,1.74,24,71,2
497,1,1,2,38,1.11,1,364,3
249,4,1,12,10,0.29,5,359,3
191,2,1,2,2,0.06,9,358,3
784,1,2,1,111,3.14,13,299,7
382,1,1,2,62,1.74,2,318,3
822,1,2,2,36,1.04,1,15,1
841,13,2,2,71,2.01,5,263,0
669,1,1,30,16,0.46,1,36,3
1491,1,2,2,52,2.08,1,175,1
1893,1,2,3,104,3.01,4,206,7
918,1,2,1,90,2.56,1,360,7
1376,1,2,2,182,5.15,1,322,7
554,3,1,5,2,0.06,3,179,3
2868,2,2,1,115,3.28,3,264,7
382,1,1,1,23,0.71,5,235,3
249,1,1,1,83,2.34,1,0,3
1090,4,2,2,52,1.54,2,354,5
382,2,1,30,4,0.11,2,83,3
1051,1,2,2,109,3.15,3,0,7
249,4,1,1,3,0.09,1,174,3
956,1,2,1,103,2.91,5,160,7
1109,2,2,1,186,5.31,3,308,7
574,8,2,3,35,1.03,1,86,1
268,15,1,1,2,0.06,2,365,0
1300,3,2,1,40,2.3,3,37,1
1701,3,2,4,29,0.86,1,343,5
746,3,2,2,20,0.58,2,355,5
497,1,1,1,9,0.33,1,0,3
726,3,2,2,13,0.49,2,296,5
210,7,1,1,25,0.72,1,336,3
459,1,1,2,2,0.11,3,365,3
1204,4,2,1,43,1.23,8,351,5
382,1,1,1,8,0.23,5,365,3
3995,2,2,1,2,0.06,5,365,5
841,8,2,1,10,0.7,2,262,0
2485,12,2,2,10,0.29,1,364,0
746,3,2,10,5,0.14,1,79,1
765,1,2,1,1,0.03,1,0,1
765,1,2,3,48,1.43,2,157,1
554,2,2,2,49,1.48,2,365,5
191,2,1,3,34,0.97,8,364,3
1357,1,2,2,158,4.66,1,0,7
287,1,1,2,54,1.6,1,143,3
440,8,2,1,470,13.66,5,349,7
401,8,2,1,416,11.73,5,353,7
1204,11,2,7,1,0.04,2,52,0
1338,3,2,2,141,4.01,5,60,7
1319,1,2,3,3,0.13,17,215,2
554,3,1,2,3,0.37,3,364,3
3632,3,2,2,39,1.11,6,332,5
574,1,1,1,3,3.0,2,69,3
765,3,1,2,88,2.55,2,316,7
688,1,1,1,5,0.15,1,89,3
3823,1,2,3,1,0.17,13,364,5
2294,3,2,14,1,0.03,1,344,5
306,4,3,1,21,0.6,20,365,2
421,3,2,3,2,0.23,1,0,1
994,1,2,2,89,2.66,1,283,7
2887,1,2,2,99,3.54,3,350,7
401,2,1,1,11,0.39,1,359,3
1376,3,2,2,164,4.67,5,70,7
229,7,1,1,3,0.14,1,363,3
1396,1,2,2,101,2.94,2,340,7
459,1,1,2,58,1.68,2,0,3
1396,1,2,2,131,3.8,2,226,7
1051,4,2,2,66,1.89,3,171,1
249,7,1,1,81,2.45,1,348,3
803,4,2,2,41,1.17,2,356,5
1300,4,2,2,90,2.58,1,252,7
994,1,2,1,155,4.37,23,89,7
1147,3,2,1,49,1.43,6,328,5
1529,1,2,2,57,2.83,3,335,5
191,4,1,1,1,0.03,1,0,3
382,4,1,1,116,3.65,4,328,7
363,4,1,1,98,5.44,4,354,7
726,2,2,2,1,0.13,4,364,5
249,2,1,1,95,2.74,1,61,7
459,2,2,2,22,0.68,1,318,5
421,3,1,4,95,2.77,2,77,7
2103,1,2,2,66,1.95,1,131,1
1243,3,2,3,38,1.11,3,249,5
478,6,1,2,1,0.03,1,327,3
478,2,2,1,65,1.95,6,342,5
898,3,2,1,3,0.09,1,0,1
1357,4,2,1,83,2.42,2,316,5
1854,3,2,2,83,2.37,3,339,5
1338,1,2,1,138,3.91,3,353,7
249,6,1,1,12,0.37,1,364,3
229,2,1,1,1,0.03,1,364,3
1109,1,2,5,43,1.29,1,21,1
803,1,2,5,30,0.87,3,186,1
287,8,1,1,242,7.03,1,335,7
1491,1,2,1,143,4.18,1,293,7
612,2,1,1,24,0.72,7,359,3
421,3,3,3,11,0.31,1,90,1
306,4,2,1,1,1.0,1,80,1
344,3,1,1,52,1.5,1,361,3
707,2,1,1,4,0.13,1,89,3
1912,4,2,5,6,0.29,1,364,5
306,4,1,2,57,1.64,1,88,3
956,1,2,1,2,0.22,13,365,5
249,6,1,1,67,2.02,2,311,3
1721,1,2,1,5,0.15,13,180,1
574,3,2,2,148,4.22,1,273,7
2065,1,2,2,105,3.33,1,288,7
1950,10,1,1,2,0.07,1,364,0
1204,4,2,1,29,0.9,1,276,5
2294,3,2,2,9,0.3,1,2,1
268,1,1,1,67,2.01,2,311,3
784,3,1,60,1,0.03,1,363,3
344,4,1,1,1,0.04,1,364,3
803,1,2,1,2,0.06,2,0,1
229,1,1,4,19,0.57,5,352,3
5200,4,2,2,1,0.03,1,363,5
1204,1,1,3,34,1.01,1,143,3
1262,1,2,1,290,8.43,4,291,7
2485,1,2,2,122,3.51,1,342,7
1338,3,2,2,13,0.61,1,179,1
363,1,1,1,39,1.19,1,353,3
287,3,1,2,122,3.56,7,322,7
2676,2,2,3,10,0.31,2,221,5
1816,1,2,1,118,3.45,23,279,2
306,1,1,4,13,0.39,1,364,3
841,4,1,1,9,0.26,1,365,3
268,6,1,3,1,0.04,2,47,3
803,2,1,2,23,0.66,4,290,3
459,1,1,2,33,1.26,2,47,3
344,1,1,1,231,6.62,8,264,7
707,1,2,2,39,1.21,1,169,1
363,1,1,1,158,4.57,8,167,7
306,1,1,3,5,0.17,1,328,3
1396,11,2,2,26,0.75,2,101,0
344,3,1,2,1,0.06,1,89,3
650,14,2,1,10,4.69,1,74,0
516,3,2,5,51,1.5,1,356,5
459,4,1,1,7,0.2,1,145,3
191,3,1,2,27,1.09,9,363,3
306,1,1,2,108,3.11,1,143,7
497,1,1,1,1,0.15,1,363,3
956,1,2,2,19,0.64,1,244,5
1357,2,2,2,5,0.63,2,273,5
650,4,1,1,6,0.24,1,364,3
287,8,1,1,5,0.31,1,364,0
1128,3,2,2,22,0.72,1,0,1
1606,1,2,1,21,0.6,1,174,1
765,5,1,1,5,0.16,1,138,3
1376,1,2,1,5,0.59,1,0,1
1300,3,2,2,123,3.59,5,74,7
191,2,1,15,21,0.63,2,306,3
497,2,1,3,1,0.03,1,364,3
478,1,1,1,18,0.59,1,87,3
421,1,1,7,32,1.15,1,208,3
554,6,1,1,3,0.09,1,358,3
593,3,2,2,68,2.41,2,349,5
363,3,1,1,306,8.78,4,286,7
191,6,1,1,7,0.22,1,331,3
1644,3,2,2,58,2.26,1,356,5
1357,1,2,3,98,2.91,1,351,7
593,2,1,2,13,0.38,4,2,3
325,1,1,3,24,0.7,3,269,3
898,2,1,2,12,0.35,4,22,3
1338,1,2,2,126,4.1,2,322,7
249,4,1,2,22,0.68,5,143,3
765,3,2,2,60,1.75,1,0,1
249,4,1,2,23,0.69,5,83,3
669,3,1,2,40,1.19,2,31,3
1147,6,2,7,17,0.54,6,190,1
1893,1,2,1,26,0.8,6,343,5
2466,3,2,3,7,0.23,1,354,5
535,1,1,2,3,0.11,3,0,3
994,1,2,2,37,1.47,1,352,5
2294,3,1,1,3,0.39,6,361,3
746,3,1,2,28,0.82,2,348,3
478,13,1,3,2,0.06,1,0,0
287,3,1,1,4,0.47,1,125,3
306,9,1,1,121,5.32,3,360,7
306,1,1,2,8,0.25,1,87,3
1223,1,2,1,131,3.85,2,166,7
287,1,1,1,163,4.71,2,340,7
382,9,1,1,10,0.29,2,87,0
1434,1,2,1,75,2.29,7,298,5
1606,1,2,1,116,3.66,7,290,7
1376,3,2,3,16,0.48,1,155,1
382,1,2,2,5,0.15,1,17,1
2237,1,2,2,46,1.38,1,360,5
2657,1,2,2,5,0.17,10,362,5
688,3,1,2,13,0.38,2,362,3
191,2,3,5,2,0.06,3,88,1
784,6,1,1,9,0.26,2,153,3
1204,3,1,1,4,0.12,1,364,3
191,2,1,2,6,0.18,9,323,3
459,1,1,1,186,5.36,2,353,7
784,1,2,3,43,1.61,1,341,5
1051,3,2,28,21,0.62,2,358,5
746,1,2,3,4,0.12,1,84,1
325,4,1,1,17,0.5,2,365,3
478,2,1,1,71,2.1,2,179,3
478,12,1,7,2,0.1,1,21,0
593,4,2,4,38,1.17,1,150,1
268,1,1,1,27,0.92,2,331,3
1051,1,2,1,32,0.96,3,174,1
1396,3,2,2,11,0.32,13,174,1
975,1,2,2,2,0.06,2,174,1
306,9,1,1,94,2.91,1,173,0
1491,1,2,1,11,0.34,1,0,1
344,1,1,2,73,2.19,1,0,3
2007,4,2,3,6,0.18,6,164,1
612,4,2,2,99,2.9,6,0,7
612,9,2,1,132,6.56,1,76,7
344,4,1,5,21,0.62,1,173,3
459,4,2,3,26,0.76,1,6,1
726,4,2,3,29,0.9,1,0,1
17205,3,2,1,2,0.13,44,358,2
803,1,2,3,50,1.47,1,266,5
535,4,1,1,2,0.06,1,0,3
898,4,2,1,133,3.9,1,0,7
574,1,1,2,12,0.35,1,0,3
707,3,1,1,30,0.89,2,330,3
1243,1,2,3,45,1.69,1,228,5
1606,3,2,1,12,0.54,1,328,5
879,11,2,3,4,0.2,6,313,0
363,2,1,2,11,0.39,7,298,3
994,1,2,1,2,0.07,1,348,5
535,3,1,2,123,3.59,16,78,7
1644,3,2,1,46,1.42,1,364,5
994,3,2,2,45,1.43,4,331,5
669,2,1,2,17,0.5,2,0,3
841,11,2,2,56,1.7,1,353,0
1204,4,2,1,9,0.35,8,276,5
249,1,1,7,1,0.04,5,365,3
1491,3,2,1,10,0.31,20,286,2
574,1,1,2,33,1.02,2,364,3
593,1,2,2,58,1.81,2,32,1
879,1,2,12,45,1.36,44,189,2
688,5,2,1,84,2.46,3,358,5
249,4,1,3,12,0.36,2,364,3
191,2,1,10,9,0.46,1,324,3
1357,2,2,2,37,1.15,3,365,5
1529,2,2,4,55,1.66,1,350,5
574,11,1,2,102,3.07,1,344,0
1434,1,2,1,208,6.11,4,274,7
421,4,1,2,1,0.03,2,143,3
516,11,1,2,1,0.05,3,364,0
325,1,1,1,207,7.06,2,334,7
554,11,1,1,6,0.19,1,266,0
2581,3,2,10,2,0.13,40,90,2
841,6,2,5,8,0.73,2,324,5
401,2,1,2,12,0.36,2,358,3
860,11,1,1,1,0.06,1,365,0
1893,2,2,2,29,0.88,3,164,1
344,4,1,1,3,0.09,1,362,3
306,14,2,3,52,1.65,1,307,0
1644,2,2,2,47,1.43,3,117,1
707,1,2,1,153,4.62,3,277,7
593,11,2,1,3,0.09,2,0,0
497,11,2,1,1,0.03,2,0,0
1051,1,2,2,47,1.38,6,359,5
306,2,2,3,17,0.5,1,341,5
2695,3,1,2,1,0.03,1,180,3
191,3,3,3,22,0.68,1,365,5
5009,1,1,1,3,0.09,2,90,3
593,1,1,1,2,0.06,1,87,3
1109,1,2,2,55,1.65,29,329,2
803,4,2,1,102,3.07,3,312,7
860,1,2,1,61,1.8,44,206,2
631,1,1,1,11,0.35,1,132,3
287,5,1,2,10,0.3,1,365,3
344,4,1,1,6,0.18,1,364,3
593,13,1,1,38,1.17,1,364,0
631,1,2,2,62,1.9,2,31,1
726,1,2,2,17,8.5,1,153,7
1090,1,1,1,6,0.18,1,365,3
268,4,1,4,34,1.03,1,179,3
1204,1,2,1,14,0.47,5,319,5
650,4,2,2,13,0.4,1,337,5
249,6,1,1,29,1.22,1,346,3
879,3,2,7,8,0.25,20,357,2
898,4,2,1,52,1.52,13,174,1
1434,3,2,1,1,0.03,1,364,5
5735,1,2,4,15,0.45,4,172,1
1472,3,2,3,23,0.7,40,85,2
669,13,1,1,62,1.84,2,365,0
1032,1,2,2,73,4.11,2,237,7
1147,1,2,1,151,4.42,1,121,7
268,2,1,2,11,0.33,1,327,3
1109,2,1,2,1,0.03,1,273,3
401,1,1,2,15,0.45,1,167,3
249,1,1,1,12,0.37,1,315,3
306,4,1,1,9,0.27,3,142,3
344,4,1,1,20,0.62,3,139,3
841,1,2,2,137,4.1,1,170,7
382,10,1,1,3,0.18,1,264,0
344,4,1,1,4,0.17,1,361,3
8603,3,2,1,27,0.82,44,174,2
1204,3,1,1,3,0.09,1,363,3
3594,1,2,2,94,2.81,1,340,7
956,1,2,2,48,1.44,1,350,5
898,1,2,1,219,6.42,23,113,7
249,2,1,5,1,0.03,1,178,3
459,1,1,5,9,0.28,1,0,3
1109,2,1,2,47,1.46,1,348,3
2466,3,2,5,18,0.54,1,302,5
1243,1,2,3,61,1.81,1,40,1
306,4,1,2,5,0.16,1,365,3
497,8,1,1,99,2.97,1,174,7
593,4,1,2,6,0.26,2,0,3
249,6,1,4,12,0.6,2,179,3
956,4,2,4,21,0.68,1,0,1
401,1,1,30,49,1.47,2,266,3
535,1,1,2,101,2.99,1,66,7
268,4,1,28,14,0.42,7,0,3
421,1,1,2,85,2.58,4,167,3
3804,3,2,1,11,0.34,2,199,1
1396,11,2,2,1,0.04,1,0,0
574,4,1,1,5,0.19,2,89,3
765,4,2,2,27,0.83,2,281,5
1396,3,2,3,2,0.06,3,0,1
841,13,2,2,35,1.05,5,234,0
287,6,1,1,5,0.25,2,360,3
1510,3,2,1,86,2.58,2,361,5
382,5,1,1,4,0.14,1,358,3
382,11,1,1,11,0.32,1,295,0
421,8,2,1,68,2.11,1,324,0
803,1,2,2,94,2.89,1,264,7
1950,1,2,3,54,1.71,1,22,1
937,1,2,1,41,1.23,44,54,2
803,1,2,2,50,1.5,3,51,1
210,3,1,2,28,0.83,1,323,3
1281,1,2,3,99,3.07,7,150,7
306,11,1,2,21,0.67,2,361,0
1606,13,2,3,1,0.03,1,365,0
1051,3,2,2,113,3.46,16,79,7
1625,1,2,2,4,0.12,5,190,1
382,4,1,1,23,0.79,14,322,3
363,4,1,2,28,0.97,14,299,3
440,1,1,1,49,1.52,2,327,3
459,4,1,2,6,0.22,4,365,3
1319,13,1,1,1,0.03,1,0,0
249,2,1,2,16,0.58,1,362,3
516,1,2,2,113,3.51,1,355,7
497,4,1,16,2,0.06,1,358,3
784,1,2,1,132,3.94,13,278,7
5735,3,2,1,35,1.11,44,345,2
325,5,1,2,7,0.22,1,354,3
593,2,1,1,116,3.44,7,290,7
268,2,1,2,53,1.57,1,343,3
4454,3,2,1,68,2.09,5,335,5
382,1,1,4,150,4.46,2,356,7
956,3,2,2,59,1.8,1,71,1
1262,1,2,6,48,1.62,1,46,1
1568,13,2,7,17,0.55,44,327,2
287,4,1,1,11,0.34,1,365,3
210,4,1,3,60,1.84,2,168,3
2198,1,2,2,17,0.5,2,364,5
344,4,1,1,1,0.05,1,89,3
3250,1,2,1,1,0.03,3,266,5
382,1,1,3,10,0.32,1,297,3
210,3,1,1,25,0.92,1,327,3
401,2,1,1,59,2.79,1,71,3
191,2,1,3,31,0.92,8,230,3
1147,4,2,1,35,1.04,6,357,5
268,4,1,1,2,0.07,1,0,3
898,1,2,3,1,0.03,5,327,5
2390,1,2,2,80,2.43,1,273,5
191,1,1,2,38,1.14,1,245,3
344,4,1,1,3,1.15,1,344,3
612,14,2,2,97,2.93,3,114,0
1166,1,2,1,53,1.74,9,357,5
229,8,1,1,132,3.98,3,355,7
191,4,1,2,1,0.12,1,358,3
860,4,1,1,1,0.06,1,179,3
841,1,2,3,35,1.14,1,226,5
1243,3,2,1,146,4.37,6,281,7
879,4,2,2,34,1.02,1,116,1
975,1,1,1,45,1.48,2,325,3
746,8,1,1,29,0.9,5,0,0
1625,1,2,1,167,5.16,4,283,7
1434,1,2,2,68,2.05,25,347,2
2237,1,2,1,94,2.92,9,352,7
9176,1,2,2,21,0.65,5,324,5
478,1,1,1,1,0.03,1,365,3
1510,4,2,2,45,1.46,1,246,5
5009,13,2,1,2,0.06,2,175,0
497,3,1,1,5,0.16,1,364,3
2256,1,2,2,144,4.44,3,231,7
363,4,1,1,45,1.37,1,0,3
994,1,2,1,60,1.87,1,360,5
421,4,2,1,53,1.7,1,171,1
726,4,2,3,32,0.99,3,357,5
1396,1,2,2,99,3.34,1,196,7
497,1,1,1,133,4.01,1,354,7
11585,2,2,1,14,0.91,1,312,5
287,6,1,1,10,0.3,2,327,3
650,1,1,2,2,0.1,1,0,3
898,4,2,2,15,0.45,1,365,5
841,4,2,2,13,0.41,1,0,1
994,3,2,7,5,0.15,20,326,2
535,4,2,2,54,1.67,1,307,5
421,1,1,2,22,0.66,1,129,3
956,1,2,1,11,1.81,1,128,1
554,3,1,2,4,0.12,1,358,3
2294,2,1,1,13,0.4,2,358,3
822,3,2,7,7,0.21,20,358,2
363,3,1,1,2,0.06,2,83,3
554,1,1,1,42,1.28,1,139,3
650,4,2,5,47,1.53,1,175,1
707,4,2,6,33,1.0,1,0,1
344,2,1,2,54,1.68,3,170,3
3154,1,2,3,40,1.4,1,167,1
1032,2,2,2,27,0.86,1,364,5
401,1,1,2,72,2.17,3,0,3
975,13,2,3,18,0.57,2,174,0
1491,13,2,6,2,0.06,1,87,0
8603,1,2,3,4,0.14,13,364,5
344,8,1,1,252,7.6,2,90,7
2371,1,2,2,16,1.28,1,331,5
401,1,1,1,125,3.82,1,305,7
459,6,1,5,5,0.15,2,152,3
3498,1,2,2,78,2.55,1,94,1
1835,3,2,5,31,1.13,1,344,5
2294,2,1,1,1,0.33,2,347,3
5640,3,2,2,40,1.21,16,349,5
1625,1,2,3,47,1.49,13,344,5
401,1,1,2,3,0.11,2,362,3
707,1,2,2,20,0.62,1,87,1
401,11,1,3,11,0.35,2,81,0
229,2,3,1,2,0.06,1,365,5
860,1,2,1,18,0.55,45,136,2
401,9,1,1,118,3.72,1,331,7
1147,1,2,4,25,0.92,1,288,5
554,4,2,2,17,2.26,1,85,1
401,3,2,1,3,0.1,1,260,5
1931,1,2,1,157,4.83,9,42,7
554,11,2,5,4,0.21,1,16,0
994,3,2,1,3,0.09,2,0,1
707,1,2,3,31,1.03,2,358,5
898,4,2,1,1,0.04,1,68,1
421,1,1,1,95,4.64,2,71,7
1051,1,2,3,113,3.43,1,345,7
1893,3,2,2,37,1.15,1,344,5
860,1,2,1,71,2.18,44,354,2
879,6,1,2,7,0.22,1,364,3
1491,1,2,3,12,0.37,1,362,5
363,1,3,1,6,0.18,2,270,5
344,2,1,1,3,0.32,2,363,3
306,4,1,1,6,0.76,1,179,3
306,6,1,2,1,0.04,2,0,3
631,3,1,1,3,0.58,2,38,3
2390,4,2,2,53,1.61,1,360,5
2237,1,2,1,7,0.22,1,235,5
1147,1,2,1,67,2.04,16,359,5
784,1,1,3,65,2.01,1,327,3
1701,1,2,2,70,2.14,2,358,5
11279,11,1,1,38,1.16,3,339,0
1529,1,2,3,12,0.39,1,173,1
956,1,2,2,85,2.62,13,348,7
841,4,1,2,53,1.62,4,365,3
363,1,1,7,6,0.18,3,179,3
1816,3,2,2,121,3.72,1,326,7
898,4,2,5,45,1.39,1,284,5
3001,1,2,2,24,0.74,2,0,1
956,1,2,5,37,1.16,3,175,1
746,4,2,2,51,1.62,1,264,5
249,4,1,6,2,0.06,1,362,3
574,4,2,1,155,4.7,1,350,7
229,8,1,1,29,0.91,3,360,0
478,3,1,5,3,0.09,1,178,3
478,3,1,4,17,1.01,1,136,3
2676,1,2,2,18,0.56,9,362,5
994,1,2,1,91,2.79,6,300,7
956,3,1,3,1,0.04,2,0,3
497,2,1,2,9,0.32,2,353,3
1682,1,2,1,213,6.49,1,292,7
574,1,2,4,90,2.93,2,151,7
650,3,1,10,16,0.5,1,271,3
1529,3,2,2,17,0.52,1,114,1
1300,1,2,2,22,0.73,1,115,1
1013,1,2,3,48,1.49,1,345,5
287,1,1,2,70,2.16,3,350,3
898,4,2,5,10,0.35,2,0,1
1243,1,2,2,15,1.88,1,142,1
1797,1,2,2,17,0.56,1,327,5
497,3,1,1,5,0.27,1,0,3
765,4,2,2,54,1.68,3,354,5
497,11,1,1,8,0.25,1,364,0
497,1,1,1,16,0.49,1,89,3
1185,4,2,1,45,1.39,2,334,5
