PRECIO,DELEGACION,T_HABITACION,MIN_NOCHES,N_COMENTARIOS,COMENTARIOSXMES,N_VECES_HOST_LISTADO,DISPONIBILIDAD,CLUSTER
1109,3,2,2,10,2.48,11,347,5
1109,4,2,1,8,3.69,1,339,5
2007,16,2,3,1,0.52,1,170,0
1491,13,2,2,14,4.83,1,164,0
459,3,1,1,3,0.79,2,174,3
421,1,1,1,2,0.58,1,179,3
306,1,1,2,3,0.71,5,175,3
229,1,1,2,16,3.64,1,314,3
459,3,1,1,3,0.74,2,345,3
1338,1,2,2,1,0.23,3,235,5
1051,1,2,2,17,4.15,3,321,5
7207,2,2,1,16,4.25,2,313,5
497,1,1,1,43,9.92,1,88,7
650,4,2,1,10,2.48,3,146,1
287,2,1,7,1,1.0,4,24,3
325,2,1,1,10,2.48,1,322,3
191,1,3,1,1,0.3,4,365,5
956,1,1,1,1,0.35,1,90,3
956,4,2,1,6,1.42,1,155,1
784,8,2,1,36,8.24,1,172,7
2676,1,2,2,9,2.13,14,310,5
898,13,2,1,13,3.22,1,310,0
2294,3,2,1,8,1.98,1,240,5
631,2,2,2,5,1.35,1,236,5
1396,1,2,1,1,0.39,2,270,5
2868,3,2,2,1,0.83,3,358,5
956,2,2,2,8,2.18,1,159,1
287,4,1,2,2,0.47,2,358,3
421,1,1,1,2,0.5,1,175,3
2007,1,2,1,20,4.76,1,141,1
1032,1,2,2,2,2.0,3,159,1
860,1,2,2,14,3.72,2,65,1
898,2,2,2,9,2.37,1,134,1
803,4,2,1,16,3.97,2,362,5
1510,1,2,2,11,3.93,1,351,5
746,4,2,3,11,3.2,1,338,5
1300,1,2,4,15,3.72,11,165,1
478,1,1,3,17,4.4,1,273,3
401,4,1,14,2,0.7,2,363,3
2103,1,2,1,15,3.57,12,69,1
1606,1,2,1,14,3.96,7,351,5
2848,1,2,2,2,2.0,2,356,5
497,1,1,7,1,0.34,5,145,3
994,3,2,1,10,2.48,1,81,1
249,3,2,1,16,3.87,1,119,1
1204,4,1,1,1,0.46,3,362,3
650,4,2,2,5,1.85,1,107,1
2695,3,2,1,2,0.61,12,345,5
1988,1,2,2,22,5.08,9,323,5
3116,3,2,2,16,4.32,6,338,5
306,2,1,1,2,0.5,1,353,3
1644,1,2,3,5,2.0,1,346,5
746,1,2,2,8,2.03,11,172,1
401,1,1,1,1,0.42,1,365,3
1491,1,2,1,38,8.84,6,326,7
306,4,2,1,8,1.97,1,358,5
344,3,3,7,6,1.89,1,284,5
1166,1,2,2,2,1.4,5,362,5
822,3,2,1,10,2.8,2,312,5
459,1,1,3,1,0.28,1,90,3
1204,1,2,2,18,4.5,3,347,5
593,1,2,2,19,5.53,1,39,1
1912,3,2,2,3,0.74,4,145,1
937,2,2,2,6,1.41,2,365,5
1434,1,2,2,6,2.57,25,357,2
1204,1,2,2,1,0.58,3,347,5
784,11,2,2,4,0.96,1,96,0
1147,6,2,2,3,0.91,2,334,5
497,11,1,2,2,0.7,3,365,0
306,8,3,1,7,1.75,1,0,1
841,1,2,3,3,1.41,2,69,1
688,1,2,1,12,3.24,3,127,1
1491,1,2,1,14,3.31,4,118,1
1147,1,2,2,8,1.98,4,318,5
994,8,2,1,6,4.09,1,358,5
1338,1,2,2,3,1.48,1,172,1
249,2,1,1,7,1.86,1,359,3
191,1,3,1,2,0.5,4,142,1
401,1,2,1,19,4.42,2,4,1
2007,1,2,2,3,1.36,2,355,5
306,1,1,1,1,0.24,1,267,3
3498,3,2,1,10,2.48,33,311,2
459,6,2,1,16,4.07,1,297,5
1204,3,2,1,6,1.94,3,75,1
382,9,1,1,1,0.35,1,350,0
1204,1,2,2,5,4.05,3,167,1
268,4,1,1,6,1.62,2,25,3
2084,3,2,2,10,2.5,2,114,1
191,14,3,2,2,0.64,1,365,0
994,13,2,2,3,0.77,2,29,0
497,4,2,2,6,1.64,18,359,2
191,2,1,1,4,1.94,1,358,3
1147,1,2,1,5,1.67,2,163,1
306,4,1,1,5,1.63,2,149,3
898,3,2,1,10,2.46,2,350,5
401,3,1,1,9,2.39,2,231,3
19996,4,2,1,2,1.5,1,360,5
574,1,1,1,6,1.44,5,38,3
306,6,1,2,1,0.58,2,12,3
1491,11,2,1,15,3.6,1,338,0
1204,1,2,1,2,1.76,3,353,5
707,4,1,3,2,0.52,3,342,3
841,2,2,3,11,2.92,1,40,1
746,1,1,1,19,4.52,10,364,3
593,1,1,1,25,6.3,10,364,7
3154,1,2,2,12,3.16,1,160,1
593,1,1,1,20,4.84,10,363,3
554,1,1,1,32,8.0,10,355,7
554,1,1,1,13,3.25,10,365,3
554,1,1,1,7,1.72,10,365,3
956,1,2,2,15,5.49,1,136,1
593,1,2,1,5,1.29,1,358,5
3498,1,2,1,36,9.0,7,348,7
2007,1,2,2,5,1.25,2,81,1
841,4,1,1,1,0.25,3,268,3
401,4,1,1,7,2.14,2,179,3
803,14,2,2,9,2.73,2,156,0
1204,1,2,2,6,1.5,1,270,5
401,3,1,1,4,4.0,1,0,3
1051,1,2,2,3,1.05,1,158,1
1816,1,2,1,12,3.16,2,96,1
306,1,1,1,1,0.26,2,328,3
1281,11,2,3,4,1.09,2,61,0
765,1,2,1,1,0.37,1,0,1
746,6,2,5,1,0.44,2,365,5
1644,1,2,3,6,1.71,6,271,5
325,4,1,2,4,2.35,5,105,3
803,3,2,1,6,3.53,1,167,1
1032,1,2,3,13,3.42,1,289,5
210,4,1,2,5,1.3,2,359,3
459,1,1,7,2,0.53,1,365,3
1204,1,2,2,5,3.57,1,326,5
363,4,1,5,2,1.02,1,180,3
306,4,1,1,18,4.39,1,202,3
554,2,1,1,17,4.25,1,148,3
994,3,1,1,1,0.3,1,364,3
459,3,1,3,5,1.28,1,89,3
306,4,1,2,5,1.32,1,83,3
497,1,1,1,2,0.87,5,2,3
803,2,1,1,13,3.61,3,352,3
249,14,1,1,3,1.38,1,84,0
1644,1,2,2,2,0.61,2,349,5
287,7,1,20,1,0.54,2,179,3
860,3,2,1,4,1.24,1,95,1
994,1,2,1,9,2.37,2,175,1
401,4,1,1,5,1.23,1,296,3
669,1,2,1,11,2.92,2,170,1
1491,1,2,3,2,0.78,6,154,1
803,4,1,2,1,0.25,3,358,3
382,13,1,1,8,1.98,9,325,0
306,3,1,5,2,0.52,1,89,3
497,6,1,1,1,0.25,5,89,3
191,1,2,3,21,6.06,1,26,1
2198,1,2,1,5,1.61,5,358,5
2198,1,2,1,2,1.07,5,359,5
287,4,1,3,2,1.13,1,340,3
497,14,3,1,1,0.59,2,365,0
497,8,2,1,1,1.0,1,360,0
1491,3,2,3,2,0.61,4,180,1
1510,3,2,4,1,1.0,2,364,5
1166,1,2,1,9,3.75,2,156,1
249,4,1,3,3,0.88,2,357,3
306,1,1,1,2,0.53,1,355,3
191,1,3,1,1,0.38,4,365,5
1128,3,2,3,2,0.58,1,180,1
191,1,3,1,6,1.8,9,165,1
1051,4,2,2,6,1.67,1,89,1
803,1,1,1,8,1.98,28,355,2
344,1,2,1,17,4.59,1,20,1
554,11,1,1,3,0.88,1,363,0
229,4,1,2,8,2.11,1,83,3
344,11,1,1,18,4.66,1,278,0
956,1,2,4,1,0.46,1,363,5
554,3,1,1,26,6.96,7,140,7
1147,1,2,2,7,1.93,5,363,5
191,1,3,1,4,1.08,9,180,1
191,1,3,1,14,4.24,9,167,1
1300,3,2,4,4,1.2,1,79,1
325,1,1,1,10,3.06,2,49,3
268,4,1,1,1,0.33,2,175,3
344,1,1,1,1,0.28,1,365,3
287,2,1,2,5,1.26,2,21,3
956,3,2,1,3,0.79,1,175,1
803,1,1,1,21,5.29,28,344,2
459,2,2,1,1,0.34,2,75,1
401,4,1,1,1,0.26,3,83,3
497,6,2,1,3,0.8,1,175,1
249,11,2,3,10,3.0,1,77,0
669,3,2,1,5,1.36,1,59,1
2504,3,2,3,4,1.1,4,209,5
2600,1,2,2,17,4.25,1,345,5
249,9,1,30,2,0.5,4,140,0
688,6,2,2,1,1.0,1,82,1
191,4,1,2,1,0.42,2,350,3
1223,3,2,2,1,0.31,3,163,1
1491,3,2,3,6,1.55,4,243,5
3498,1,2,2,18,5.81,1,312,5
1491,4,2,2,2,0.61,1,342,5
898,3,2,3,5,1.44,4,230,5
765,2,2,1,5,2.03,1,334,5
497,4,1,1,1,0.26,1,179,3
344,6,1,1,2,0.68,3,365,3
1491,2,2,1,1,0.3,1,180,1
765,1,1,1,3,0.91,9,180,3
249,9,1,30,2,0.6,4,140,0
497,1,1,1,11,3.14,1,82,3
1434,1,2,1,3,1.14,2,21,1
803,4,2,2,1,0.26,3,358,5
994,1,2,1,1,0.33,1,179,1
803,3,1,2,2,0.56,1,89,3
268,4,1,1,4,3.53,1,164,3
1721,3,2,3,4,2.14,40,75,2
898,1,2,2,5,1.43,1,175,1
994,4,2,2,9,3.07,1,164,1
994,4,2,2,17,4.21,2,84,1
3498,1,2,2,14,4.42,9,302,5
1797,4,2,1,1,0.33,1,177,1
2275,1,2,3,11,3.88,1,255,5
1491,1,2,2,7,1.96,1,292,5
2485,3,2,1,1,0.34,2,174,1
803,1,1,1,6,1.57,28,341,2
497,4,1,1,1,0.35,1,180,3
478,1,1,1,16,4.4,4,345,3
593,3,1,3,4,2.61,2,338,3
306,8,1,1,3,0.84,1,173,0
593,1,1,1,10,3.0,1,144,3
229,2,1,1,9,2.29,1,68,3
535,3,2,1,2,0.92,7,153,1
746,4,1,1,3,1.53,1,37,3
803,6,2,1,10,2.97,2,86,1
5009,1,2,2,1,1.0,2,174,1
478,4,1,1,16,4.1,2,334,3
593,3,1,1,2,0.61,1,89,3
726,1,2,4,6,1.71,1,236,5
937,1,2,4,16,4.1,1,24,1
1797,4,2,2,2,0.56,3,64,1
1243,1,2,2,6,1.68,25,343,2
1338,1,2,2,5,1.39,25,360,2
1644,3,1,1,7,2.28,1,302,3
650,4,2,2,4,1.06,1,50,1
937,1,2,2,9,2.65,2,71,1
382,3,3,3,2,0.54,8,335,5
688,4,2,2,2,0.52,8,90,1
249,6,1,1,3,0.94,1,90,3
3498,3,2,1,7,3.04,33,339,2
191,1,1,1,5,1.5,1,179,3
688,1,1,1,2,0.61,2,358,3
344,11,1,1,8,4.0,9,362,0
497,1,1,2,6,1.8,1,349,3
325,11,1,1,7,2.1,9,361,0
2753,1,2,2,13,3.25,1,363,5
593,4,1,3,2,0.64,1,365,3
1529,3,2,1,11,5.16,1,91,1
803,3,2,2,2,0.7,1,57,1
1491,2,2,5,1,0.43,2,3,1
516,3,1,1,9,2.31,1,357,3
956,1,1,2,4,1.21,2,178,3
210,10,1,1,1,1.0,1,361,0
306,11,1,1,5,1.97,9,358,0
421,1,1,1,28,7.12,2,350,7
593,13,1,1,1,0.26,3,365,0
344,3,1,1,8,2.7,4,1,3
994,13,1,1,1,0.33,1,111,0
1109,1,2,3,6,1.61,2,257,5
497,1,1,2,1,0.3,2,358,3
306,7,1,1,1,0.3,1,178,3
994,1,2,3,6,1.84,5,343,5
2906,3,2,1,1,0.28,1,180,1
1950,4,1,2,1,1.0,4,360,3
497,1,2,2,12,3.91,1,46,1
401,1,2,1,7,3.33,1,180,1
497,4,2,1,17,4.68,1,362,5
325,3,1,1,5,1.95,6,268,3
1701,3,1,1,1,0.28,12,364,3
421,1,1,1,27,6.92,2,174,7
593,4,1,1,8,2.05,1,112,3
1472,3,1,1,1,0.3,2,327,3
994,3,2,7,8,2.24,1,38,1
191,4,1,1,32,8.07,5,359,7
669,3,2,3,2,0.92,1,178,1
382,3,1,1,13,4.38,1,30,3
249,1,1,2,11,2.89,2,353,3
401,1,1,1,1,0.35,3,174,3
268,1,1,2,20,5.61,2,328,7
688,4,2,1,14,3.93,1,346,5
421,1,1,1,4,1.1,1,52,3
497,4,1,1,4,1.4,1,353,3
249,14,1,2,2,0.67,2,34,0
726,6,2,1,1,0.35,1,147,1
440,1,1,2,1,0.52,1,365,3
726,3,2,1,14,3.72,2,355,5
841,4,2,3,3,0.82,12,0,1
421,3,1,1,8,2.09,1,83,3
918,1,2,1,30,8.65,1,297,7
765,1,1,2,7,2.02,1,90,3
306,1,1,1,5,1.76,1,356,3
2103,3,2,1,2,0.55,12,247,5
1204,1,2,2,16,4.53,1,41,1
1204,4,2,3,4,1.85,1,38,1
841,4,2,1,6,2.28,1,0,1
344,4,1,1,3,1.1,1,125,3
210,6,1,1,11,3.08,1,175,3
191,4,1,1,6,1.53,1,65,3
191,1,1,1,16,4.75,3,349,3
554,1,2,1,26,6.96,1,322,7
210,9,1,2,4,1.28,1,69,0
593,14,2,2,6,1.65,1,222,0
918,2,2,2,8,2.05,1,320,5
803,3,1,1,1,0.27,5,222,3
994,1,2,1,8,2.76,5,295,5
459,4,1,3,1,0.37,3,260,3
191,6,1,1,4,1.12,1,112,3
382,1,1,1,10,3.0,1,0,3
249,5,1,30,1,0.36,1,355,3
421,1,1,2,10,2.75,1,162,3
1376,1,2,2,7,2.12,1,169,1
803,1,1,1,3,0.79,1,179,3
210,14,1,1,2,0.57,4,338,0
707,2,1,2,1,0.53,1,89,3
1051,1,2,2,3,0.87,1,167,1
3632,13,2,2,1,0.59,1,98,0
1606,3,2,2,7,3.09,1,27,1
306,14,1,1,11,3.11,1,156,0
325,4,1,1,4,1.88,2,299,3
382,3,1,1,2,0.86,1,178,3
1338,3,2,2,9,2.65,3,158,1
2103,3,2,1,5,2.34,3,365,5
956,1,1,1,1,0.46,2,108,3
2485,3,2,3,1,0.32,4,349,5
1568,1,2,2,9,3.18,1,112,1
325,5,1,1,1,0.33,1,179,3
497,4,2,1,2,0.56,1,10,1
994,1,2,1,3,0.84,1,168,1
382,3,1,1,4,1.76,1,21,3
1491,11,2,3,9,2.52,1,346,0
382,4,1,1,10,2.78,1,57,3
1778,1,2,3,3,1.23,5,355,5
229,2,1,5,2,0.52,1,364,3
478,3,2,1,13,3.55,1,353,5
3059,3,2,1,3,1.06,23,337,2
841,5,2,3,1,0.47,1,176,1
803,1,1,1,15,3.95,28,355,2
898,13,2,2,1,0.43,2,236,0
803,1,1,1,10,2.63,28,360,2
1204,1,1,1,5,1.47,28,358,2
2485,3,2,2,4,1.18,6,335,5
1300,11,2,7,1,0.33,1,177,0
1396,1,2,1,19,6.06,6,358,7
497,3,1,3,1,0.35,17,358,3
707,6,2,5,4,2.07,1,331,5
191,14,1,1,11,3.24,3,67,0
554,2,2,1,7,3.23,2,235,5
497,3,1,3,1,0.47,17,365,3
191,14,1,1,11,3.06,3,67,0
707,1,2,1,26,7.88,2,196,7
191,9,1,1,4,1.52,2,0,0
382,6,1,1,8,3.29,4,323,3
1204,1,2,2,6,1.82,3,179,1
306,3,2,1,33,10.53,2,325,7
1204,3,1,1,3,0.91,1,179,3
574,1,2,1,32,8.81,1,75,7
2103,2,1,1,1,0.71,1,365,3
325,5,1,1,5,1.74,1,365,3
497,4,1,2,1,0.41,5,364,3
1071,4,2,1,6,1.7,1,172,1
306,1,1,2,6,1.59,2,349,3
421,11,1,1,1,0.28,2,351,0
497,9,1,1,6,1.8,1,64,0
707,5,2,1,1,0.34,1,358,5
2504,4,2,14,1,0.27,8,68,1
956,1,2,1,15,4.17,2,10,1
2485,3,2,2,2,1.2,1,89,1
191,1,3,1,1,0.34,2,342,5
459,3,1,1,24,6.43,7,359,7
1835,1,2,1,5,2.46,2,329,5
879,6,2,2,6,2.57,1,156,1
2447,1,2,2,13,3.71,5,61,1
1568,1,2,1,13,3.64,3,165,1
382,1,1,1,7,2.47,1,177,3
344,4,1,1,1,0.28,2,347,3
363,2,1,2,8,2.4,1,361,3
994,4,2,1,8,2.42,1,169,1
2887,3,3,1,9,2.7,5,168,1
554,1,2,1,12,4.24,1,0,1
191,14,1,2,5,1.42,1,75,0
1759,3,2,2,9,2.6,1,103,1
593,3,1,2,1,0.28,1,89,3
1147,3,1,1,3,0.88,1,8,3
841,6,2,2,4,1.22,1,363,5
421,1,1,1,10,6.12,3,3,3
1434,1,2,2,17,5.54,3,234,7
765,4,2,2,7,2.06,1,328,5
421,7,2,2,6,1.76,1,0,1
841,2,2,2,10,2.88,2,147,1
497,1,1,1,3,1.15,1,142,3
249,2,1,3,3,0.94,1,89,3
1090,1,2,1,19,5.38,2,158,1
1032,1,2,1,8,2.58,1,0,1
2007,1,2,1,1,0.3,3,89,1
3632,1,2,2,1,1.0,14,304,5
229,1,1,1,17,4.59,1,22,3
306,6,1,1,5,1.34,2,358,3
191,4,1,2,3,0.93,2,38,3
1032,2,2,2,4,1.15,5,365,5
344,1,1,1,22,6.47,1,350,7
344,11,1,2,2,1.18,12,365,0
1644,4,2,2,3,0.84,4,365,5
574,3,1,1,2,0.97,1,149,3
191,1,3,1,1,0.28,28,174,2
344,3,1,15,1,0.47,1,154,3
593,1,1,1,17,5.1,1,41,3
1032,1,2,1,14,4.0,6,108,1
2007,11,2,2,4,1.41,5,359,0
1701,3,2,1,2,0.6,1,179,1
1300,3,2,2,2,1.87,1,169,1
593,4,1,1,7,2.02,1,83,3
1300,3,2,2,4,1.08,1,89,1
4798,3,2,1,3,1.18,3,149,1
803,1,2,2,4,1.79,1,357,5
1300,1,2,1,1,0.3,4,104,1
803,3,2,2,5,1.92,1,276,5
535,3,1,1,1,0.28,3,81,3
382,1,1,1,4,1.2,4,138,3
306,1,1,1,1,0.29,1,0,3
440,1,1,1,4,1.19,4,83,3
229,6,1,2,3,0.9,10,285,3
1491,1,2,2,5,1.4,1,324,5
898,3,1,1,1,0.3,1,365,3
593,11,1,2,1,0.44,1,0,0
1147,1,2,2,7,2.19,1,360,5
994,1,2,1,5,1.39,3,325,5
2504,3,2,2,15,4.33,5,84,1
497,1,1,1,2,0.56,1,327,3
1204,11,2,1,1,0.35,1,179,0
688,11,2,1,21,6.24,1,162,0
191,1,3,1,2,0.67,28,365,2
191,1,3,1,3,0.83,28,364,2
363,11,1,2,9,2.65,1,351,0
191,1,3,1,3,0.84,28,143,2
191,1,3,1,6,1.84,28,365,2
191,1,3,1,3,0.96,28,362,2
382,12,1,1,1,0.33,1,89,0
1204,1,2,2,12,4.29,12,353,5
191,1,3,1,1,0.35,28,362,2
1759,1,2,2,4,1.71,3,86,1
191,1,3,1,9,2.87,28,365,2
554,1,2,1,18,4.95,12,281,5
2906,3,1,1,1,0.57,9,270,3
2007,4,2,2,3,1.06,2,218,5
382,2,1,4,2,0.8,2,363,3
2007,1,2,1,26,7.09,1,347,7
191,1,3,1,1,0.32,1,55,1
191,14,3,1,1,0.3,4,5,0
287,1,1,1,1,0.28,1,364,3
306,9,2,2,4,1.26,2,327,0
2409,3,1,1,1,0.75,9,270,3
306,14,1,1,13,4.24,3,320,0
191,6,1,1,2,0.58,1,357,3
497,1,1,1,23,6.51,1,176,7
1204,11,2,2,4,1.94,1,360,0
229,4,1,2,4,1.2,2,55,3
2294,1,2,1,8,2.42,23,352,2
1797,1,2,1,10,3.8,2,329,5
344,9,1,1,3,1.03,3,360,0
707,4,2,1,3,3.0,1,39,1
497,3,2,1,13,3.58,1,59,1
287,3,1,3,2,1.33,8,302,3
5984,3,2,2,17,5.1,2,342,5
191,3,1,3,1,1.0,8,277,3
1051,3,2,1,13,4.76,1,62,1
344,8,1,1,22,6.23,5,321,0
1606,11,2,2,4,1.11,4,350,0
249,3,1,2,8,3.0,1,122,3
249,1,1,1,1,1.0,5,365,3
554,1,1,2,13,4.87,2,338,3
6500,3,2,2,2,1.54,1,180,1
765,4,2,2,3,0.97,8,70,1
1491,1,2,2,10,3.03,2,49,1
707,1,2,2,16,5.39,1,348,5
1204,4,2,1,5,2.31,2,147,1
421,8,1,1,10,3.75,5,329,0
2600,3,2,1,1,0.45,12,358,5
325,3,1,1,3,0.93,1,84,3
2600,3,2,2,1,0.37,5,4,1
1472,4,2,1,14,3.93,1,363,5
3995,3,2,1,3,1.05,33,330,2
191,1,1,1,15,4.46,1,0,3
898,3,2,2,3,1.38,2,361,5
1243,1,2,1,37,10.37,6,111,7
1606,3,2,3,4,1.4,1,133,1
1663,1,2,1,6,1.89,4,179,1
229,1,1,7,1,0.34,2,302,3
879,4,2,2,11,3.3,1,156,1
1606,1,2,2,7,3.23,6,32,1
344,1,2,2,3,0.98,2,166,1
994,3,2,2,6,1.76,2,180,1
841,2,2,2,13,4.43,2,122,1
401,4,2,1,1,0.59,1,161,1
2504,1,2,2,4,1.22,1,0,1
1453,1,2,3,8,2.42,32,268,2
2046,1,2,2,5,1.52,2,66,1
325,4,1,3,11,4.93,1,66,3
1204,11,2,1,6,2.77,1,175,0
401,1,1,1,30,8.41,1,201,7
746,13,1,1,1,1.0,2,175,0
5735,1,2,10,1,0.31,1,90,1
688,4,2,1,4,1.36,8,328,5
688,4,2,1,10,3.0,8,363,5
325,4,1,1,2,0.7,8,333,3
325,4,1,1,4,1.46,8,332,3
2256,3,2,1,6,2.07,1,127,1
2275,1,2,2,8,2.4,1,153,1
2007,2,1,1,1,0.3,5,296,3
287,8,1,1,2,0.61,1,59,0
249,11,1,2,3,1.1,1,61,0
898,3,2,2,4,1.21,1,0,1
1147,1,2,1,1,0.41,3,135,1
612,3,1,2,2,0.62,28,88,2
860,3,2,4,6,1.73,1,6,1
478,3,1,2,2,0.65,28,86,2
478,3,1,2,5,1.44,28,58,2
765,4,2,2,2,0.61,28,80,2
956,2,2,2,8,2.33,3,268,5
287,4,1,1,12,4.5,1,84,3
1223,1,2,3,6,1.96,13,357,5
650,3,2,1,2,0.61,1,361,5
229,2,3,2,2,0.61,1,365,5
516,1,2,1,15,4.33,1,72,1
918,1,2,1,6,2.73,5,295,5
956,1,2,2,12,6.43,1,293,7
841,3,2,1,1,0.37,1,168,1
803,1,2,2,6,1.8,2,79,1
191,9,1,1,1,0.33,2,0,0
497,4,1,1,2,2.0,1,315,3
1243,1,2,2,19,6.63,1,140,7
3001,1,2,1,24,6.86,7,320,7
3001,1,2,1,26,7.43,7,337,7
2504,1,2,1,18,5.14,7,353,5
249,8,1,1,1,0.55,1,179,0
1701,1,2,5,2,1.4,1,296,5
803,1,2,2,8,3.33,2,318,5
325,1,1,1,11,4.02,1,11,3
898,1,2,2,5,1.61,4,317,5
306,4,1,1,4,2.18,1,365,3
612,2,2,2,8,2.7,3,169,1
268,2,1,1,6,1.8,1,359,3
593,4,2,1,3,0.91,2,179,1
1912,13,2,2,1,1.0,3,88,0
2504,1,2,2,9,4.66,1,160,1
898,1,2,1,17,5.73,5,56,1
1682,1,2,2,1,1.0,1,171,1
478,11,2,2,4,1.18,8,219,0
306,2,2,7,1,0.3,1,298,5
1300,4,2,1,4,1.5,1,266,5
2294,1,2,2,5,1.85,1,343,5
1147,11,1,1,1,1.0,2,365,0
765,4,2,2,9,3.07,2,172,1
344,3,1,1,7,2.21,3,346,3
497,6,2,2,3,0.87,1,22,1
879,1,2,1,33,9.61,6,68,7
287,4,3,1,3,0.91,1,179,1
554,1,2,2,3,0.9,3,352,5
1587,4,2,2,7,2.76,2,128,1
956,4,2,2,3,0.93,2,89,1
191,2,1,2,1,0.31,3,365,3
574,1,1,1,12,3.87,5,79,3
784,1,1,1,6,1.94,5,82,3
249,5,1,1,2,0.65,1,358,3
726,4,2,2,15,5.23,1,195,1
1204,8,2,1,40,12.37,10,307,7
1090,2,2,2,2,0.61,2,365,5
994,2,2,1,6,3.0,1,38,1
707,2,2,1,13,3.94,1,43,1
1166,2,2,2,4,1.6,2,365,5
1797,1,2,2,3,1.03,1,64,1
918,1,2,3,1,1.0,5,364,5
210,4,1,1,8,2.33,1,333,3
1491,3,2,1,9,2.7,1,352,5
478,2,1,1,9,2.81,1,335,3
1357,3,2,1,1,0.33,1,365,5
268,4,1,1,9,2.84,4,85,3
841,1,2,1,2,0.85,2,1,1
287,2,1,5,3,1.02,2,179,3
918,4,2,1,4,1.2,1,0,1
210,4,1,1,1,0.3,1,174,3
898,1,2,1,3,1.01,4,313,5
2198,1,2,1,2,0.61,28,365,2
593,1,2,2,9,2.9,1,172,1
191,1,1,1,9,2.93,1,63,3
937,4,2,2,11,3.67,1,109,1
191,8,3,7,1,0.3,1,365,5
382,4,1,1,2,0.67,2,21,3
593,1,1,1,21,6.36,3,349,7
1243,1,2,3,3,0.98,1,354,5
440,11,1,1,5,1.52,9,292,0
879,4,2,1,1,1.0,5,180,1
1453,1,2,1,7,2.12,2,335,5
191,1,1,1,2,1.11,1,166,3
1548,1,2,2,8,2.58,1,90,1
459,1,1,1,14,4.67,2,40,3
994,3,2,1,8,3.48,2,327,5
1625,1,2,1,4,1.18,2,84,1
1338,1,2,4,2,0.94,1,189,1
707,7,2,2,8,2.64,1,352,5
612,6,2,3,8,2.55,5,20,1
956,1,2,1,2,1.15,1,354,5
459,1,1,1,4,2.31,1,41,3
669,2,2,1,12,4.24,1,174,1
2848,1,2,1,14,5.25,4,334,5
249,6,1,1,2,2.0,1,326,3
421,14,2,3,6,1.94,1,2,0
497,1,1,2,16,5.16,3,351,3
1319,3,2,2,8,2.55,11,305,5
898,4,2,1,6,1.96,1,173,1
688,3,1,1,9,2.9,5,168,3
344,3,1,2,3,0.89,1,235,3
249,2,1,2,6,2.09,1,364,3
1338,1,2,1,10,3.23,3,346,5
401,4,1,2,1,0.34,1,180,3
2294,1,2,1,3,2.14,5,356,5
287,6,1,2,1,0.33,4,178,3
650,1,1,2,4,2.5,2,298,3
593,3,2,2,3,1.03,1,2,1
650,1,2,1,8,3.16,3,324,5
2581,1,2,2,1,1.0,1,3,1
975,6,2,2,5,2.11,4,88,1
249,3,1,2,3,1.06,1,357,3
344,8,1,1,4,1.29,10,164,0
325,8,1,1,2,1.15,10,172,0
2868,1,2,1,9,2.65,13,155,1
344,8,1,1,5,1.63,10,172,0
554,4,2,1,12,5.07,1,0,1
2007,1,2,1,9,2.78,5,340,5
1682,3,2,1,1,0.54,1,50,1
287,4,1,1,1,1.0,4,168,3
1491,3,2,1,3,1.02,33,314,2
593,14,1,1,7,2.12,2,362,0
841,14,1,1,4,1.21,2,364,0
2007,1,1,1,1,0.33,2,89,3
1013,1,2,2,6,1.89,1,26,1
382,3,1,1,5,1.61,5,169,3
1109,1,2,3,3,1.3,1,365,5
898,4,1,2,2,0.69,1,179,3
478,4,1,3,2,0.59,4,335,3
1109,6,2,1,4,1.29,8,360,5
478,3,1,1,4,1.6,5,169,3
1262,11,2,1,2,0.66,1,359,0
1204,3,1,1,1,0.46,1,352,3
191,2,1,5,2,1.13,2,115,3
631,3,2,1,1,0.54,1,173,1
994,1,2,2,2,0.76,2,230,5
1854,1,2,2,1,1.0,2,180,1
344,14,2,1,15,5.17,1,82,0
1854,3,2,2,9,3.18,4,328,5
497,1,1,2,7,2.53,1,234,3
1223,11,2,2,3,3.0,2,149,0
306,1,1,1,6,1.94,4,364,3
3193,3,2,3,1,0.39,1,124,1
898,2,2,1,13,4.19,2,139,1
1204,1,2,2,15,5.0,1,299,5
1204,3,2,2,13,4.38,1,169,1
363,11,1,1,19,6.33,1,164,0
1357,13,2,5,8,2.93,1,68,0
249,2,1,4,1,0.88,1,329,3
421,9,2,1,2,0.7,1,349,0
1128,1,2,2,2,1.5,1,159,1
401,8,1,1,1,0.59,10,162,0
516,3,1,1,6,3.91,3,35,3
2103,1,2,1,26,7.96,13,333,7
803,13,1,1,12,3.79,2,168,0
287,6,1,7,1,0.79,6,327,3
898,4,2,1,4,2.18,6,358,5
803,13,1,1,5,1.69,2,180,0
497,2,2,2,18,5.74,2,327,5
841,7,1,1,1,0.46,3,90,3
306,2,1,2,3,1.0,1,136,3
363,2,2,1,2,0.65,1,328,5
688,4,2,1,19,6.13,1,141,7
707,1,1,1,1,0.83,2,365,3
956,1,2,3,9,2.78,2,348,5
497,1,1,1,2,0.82,1,84,3
287,8,1,1,2,0.92,10,164,0
363,8,1,1,3,1.36,10,169,0
1472,1,2,2,3,0.99,13,259,5
